,Stu_Index,CardNo,Sex,Major,AccessCardNo,Acc_Index,Date,Address,Access,Describe
2829,785,180785,女,18连锁经营,21524362,1365918,2019/4/21 0:00,飞凤轩[进门],1,允许通过
2830,785,180785,女,18连锁经营,21524362,1370229,2019/4/25 19:16,飞凤轩[出门],1,允许通过
2831,785,180785,女,18连锁经营,21524362,1370592,2019/4/26 9:33,飞凤轩[出门],1,允许通过
2832,785,180785,女,18连锁经营,21524362,1373607,2019/4/26 21:03,飞凤轩[进门],1,允许通过
2833,785,180785,女,18连锁经营,21524362,1373809,2019/4/27 7:37,飞凤轩[出门],1,允许通过
2834,785,180785,女,18连锁经营,21524362,1374295,2019/4/27 19:32,飞凤轩[进门],1,允许通过
2835,785,180785,女,18连锁经营,21524362,1374544,2019/4/28 8:19,飞凤轩[出门],1,允许通过
2836,787,180787,女,18连锁经营,19354762,1334559,2019/4/1 21:45,飞凤轩[进门],1,允许通过
2837,787,180787,女,18连锁经营,19354762,1334769,2019/4/5 8:17,飞凤轩[出门],1,允许通过
2838,787,180787,女,18连锁经营,19354762,1336623,2019/4/7 16:15,飞凤轩[进门],1,允许通过
2839,787,180787,女,18连锁经营,19354762,1336920,2019/4/7 19:20,飞凤轩[出门],1,允许通过
2840,787,180787,女,18连锁经营,19354762,1340286,2019/4/4 15:24,飞凤轩[出门],1,允许通过
2841,787,180787,女,18连锁经营,19354762,1345015,2019/4/29 0:00,飞凤轩[进门],1,允许通过
2842,787,180787,女,18连锁经营,19354762,1345913,2019/4/30 21:12,飞凤轩[进门],1,允许通过
2843,787,180787,女,18连锁经营,19354762,1350396,2019/4/10 22:13,飞凤轩[进门],1,允许通过
2844,787,180787,女,18连锁经营,19354762,1354219,2019/4/12 21:40,飞凤轩[进门],1,允许通过
2845,787,180787,女,18连锁经营,19354762,1355617,2019/4/14 12:00,飞凤轩[出门],1,允许通过
2846,787,180787,女,18连锁经营,19354762,1355637,2019/4/14 0:00,飞凤轩[进门],1,允许通过
2847,787,180787,女,18连锁经营,19354762,1355980,2019/4/14 19:22,飞凤轩[出门],1,允许通过
2848,787,180787,女,18连锁经营,19354762,1356297,2019/4/14 22:50,飞凤轩[进门],1,允许通过
2849,787,180787,女,18连锁经营,19354762,1358008,2019/4/15 18:30,飞凤轩[进门],1,允许通过
2850,787,180787,女,18连锁经营,19354762,1358748,2019/4/16 19:00,飞凤轩[出门],1,允许通过
2851,787,180787,女,18连锁经营,19354762,1361308,2019/4/18 19:54,飞凤轩[进门],1,允许通过
2852,787,180787,女,18连锁经营,19354762,1362567,2019/4/19 0:00,飞凤轩[进门],1,允许通过
2853,787,180787,女,18连锁经营,19354762,1365016,2019/4/20 15:29,飞凤轩[进门],1,允许通过
2854,787,180787,女,18连锁经营,19354762,1365032,2019/4/20 15:52,飞凤轩[出门],1,允许通过
2855,787,180787,女,18连锁经营,19354762,1365908,2019/4/21 14:49,飞凤轩[出门],1,允许通过
2856,787,180787,女,18连锁经营,19354762,1366293,2019/4/21 21:32,飞凤轩[进门],1,允许通过
2857,787,180787,女,18连锁经营,19354762,1367981,2019/4/22 0:00,飞凤轩[进门],1,允许通过
2858,787,180787,女,18连锁经营,19354762,1373668,2019/4/26 22:07,飞凤轩[进门],1,允许通过
2859,787,180787,女,18连锁经营,19354762,1373679,2019/4/26 22:15,飞凤轩[出门],1,允许通过
2860,787,180787,女,18连锁经营,19354762,1373729,2019/4/26 0:00,飞凤轩[进门],1,允许通过
2861,787,180787,女,18连锁经营,19354762,1373864,2019/4/27 8:54,飞凤轩[出门],1,允许通过
2862,787,180787,女,18连锁经营,19354762,1373882,2019/4/27 9:08,飞凤轩[进门],1,允许通过
2863,787,180787,女,18连锁经营,19354762,1374620,2019/4/28 10:17,飞凤轩[出门],1,允许通过
2864,787,180787,女,18连锁经营,19354762,1374878,2019/4/28 0:00,飞凤轩[进门],1,允许通过
2865,788,180788,女,18连锁经营,18354650,1335023,2019/4/5 11:51,飞凤轩[出门],1,允许通过
2866,788,180788,女,18连锁经营,18354650,1335594,2019/4/6 9:49,飞凤轩[出门],1,允许通过
2867,788,180788,女,18连锁经营,18354650,1335903,2019/4/6 18:40,飞凤轩[进门],1,允许通过
2868,788,180788,女,18连锁经营,18354650,1337154,2019/4/7 22:12,飞凤轩[进门],1,允许通过
2869,788,180788,女,18连锁经营,18354650,1351341,2019/4/11 19:19,飞凤轩[出门],1,允许通过
2870,788,180788,女,18连锁经营,18354650,1351580,2019/4/11 22:20,飞凤轩[进门],1,允许通过
2871,788,180788,女,18连锁经营,18354650,1361649,2019/4/19 8:58,飞凤轩[进门],1,允许通过
2872,788,180788,女,18连锁经营,18354650,1362546,2019/4/19 18:56,飞凤轩[进门],1,允许通过
2873,788,180788,女,18连锁经营,18354650,1363174,2019/4/20 14:51,飞凤轩[出门],1,允许通过
2874,788,180788,女,18连锁经营,18354650,1365116,2019/4/20 17:12,飞凤轩[进门],1,允许通过
2875,788,180788,女,18连锁经营,18354650,1365120,2019/4/20 17:16,飞凤轩[进门],1,允许通过
2876,788,180788,女,18连锁经营,18354650,1365768,2019/4/21 10:53,飞凤轩[出门],1,允许通过
2877,788,180788,女,18连锁经营,18354650,1366320,2019/4/21 22:01,飞凤轩[进门],1,允许通过
2878,788,180788,女,18连锁经营,18354650,1369423,2019/4/25 10:50,飞凤轩[进门],1,允许通过
2879,788,180788,女,18连锁经营,18354650,1373532,2019/4/26 19:49,飞凤轩[出门],1,允许通过
2880,788,180788,女,18连锁经营,18354650,1373564,2019/4/26 20:18,飞凤轩[进门],1,允许通过
2881,789,180789,女,18连锁经营,19622746,1334827,2019/4/5 0:00,飞凤轩[出门],1,允许通过
2882,789,180789,女,18连锁经营,19622746,1337306,2019/4/3 9:47,飞凤轩[出门],1,允许通过
2883,790,180790,女,18连锁经营,20015930,1336885,2019/4/7 0:00,飞凤轩[出门],1,允许通过
2884,790,180790,女,18连锁经营,20015930,1345341,2019/4/30 0:00,飞凤轩[出门],1,允许通过
2885,790,180790,女,18连锁经营,20015930,1345956,2019/4/30 21:41,飞凤轩[进门],1,允许通过
2886,790,180790,女,18连锁经营,20015930,1348052,2019/4/8 19:19,飞凤轩[出门],1,允许通过
2887,790,180790,女,18连锁经营,20015930,1348155,2019/4/8 20:42,飞凤轩[进门],1,允许通过
2888,790,180790,女,18连锁经营,20015930,1348492,2019/4/9 10:32,飞凤轩[进门],1,允许通过
2889,790,180790,女,18连锁经营,20015930,1348500,2019/4/9 10:46,飞凤轩[出门],1,允许通过
2890,790,180790,女,18连锁经营,20015930,1348507,2019/4/9 10:52,飞凤轩[进门],1,允许通过
2891,790,180790,女,18连锁经营,20015930,1351413,2019/4/11 20:17,飞凤轩[进门],1,允许通过
2892,790,180790,女,18连锁经营,20015930,1351884,2019/4/12 9:31,飞凤轩[出门],1,允许通过
2893,790,180790,女,18连锁经营,20015930,1353947,2019/4/12 14:46,飞凤轩[出门],1,允许通过
2894,790,180790,女,18连锁经营,20015930,1354560,2019/4/13 10:21,飞凤轩[出门],1,允许通过
2895,790,180790,女,18连锁经营,20015930,1355449,2019/4/14 10:24,飞凤轩[出门],1,允许通过
2896,790,180790,女,18连锁经营,20015930,1355623,2019/4/14 12:02,飞凤轩[进门],1,允许通过
2897,790,180790,女,18连锁经营,20015930,1355950,2019/4/14 19:08,飞凤轩[出门],1,允许通过
2898,790,180790,女,18连锁经营,20015930,1358933,2019/4/16 21:21,飞凤轩[进门],1,允许通过
2899,790,180790,女,18连锁经营,20015930,1359748,2019/4/17 15:58,飞凤轩[出门],1,允许通过
2900,790,180790,女,18连锁经营,20015930,1360591,2019/4/18 14:59,飞凤轩[出门],1,允许通过
2901,790,180790,女,18连锁经营,20015930,1365800,2019/4/21 13:11,飞凤轩[进门],1,允许通过
2902,792,180792,女,18连锁经营,21934426,1337427,2019/4/3 14:41,飞凤轩[出门],1,允许通过
2903,792,180792,女,18连锁经营,21934426,1344367,2019/4/29 8:29,飞凤轩[出门],1,允许通过
2904,792,180792,女,18连锁经营,21934426,1345344,2019/4/30 8:10,飞凤轩[出门],1,允许通过
2905,792,180792,女,18连锁经营,21934426,1347964,2019/4/8 18:30,飞凤轩[进门],1,允许通过
2906,792,180792,女,18连锁经营,21934426,1348307,2019/4/8 22:42,飞凤轩[进门],1,允许通过
2907,792,180792,女,18连锁经营,21934426,1348713,2019/4/9 19:14,飞凤轩[进门],1,允许通过
2908,792,180792,女,18连锁经营,21934426,1348809,2019/4/9 21:17,飞凤轩[进门],1,允许通过
2909,792,180792,女,18连锁经营,21934426,1354831,2019/4/13 14:24,飞凤轩[出门],1,允许通过
2910,792,180792,女,18连锁经营,21934426,1355836,2019/4/14 14:20,飞凤轩[进门],1,允许通过
2911,792,180792,女,18连锁经营,21934426,1357919,2019/4/15 14:49,飞凤轩[出门],1,允许通过
2912,792,180792,女,18连锁经营,21934426,1357931,2019/4/15 0:00,飞凤轩[进门],1,允许通过
2913,792,180792,女,18连锁经营,21934426,1359044,2019/4/16 22:27,飞凤轩[进门],1,允许通过
2914,792,180792,女,18连锁经营,21934426,1359103,2019/4/16 23:32,飞凤轩[出门],1,允许通过
2915,792,180792,女,18连锁经营,21934426,1362499,2019/4/19 15:31,飞凤轩[进门],1,允许通过
2916,792,180792,女,18连锁经营,21934426,1362505,2019/4/19 15:44,飞凤轩[出门],1,允许通过
2917,792,180792,女,18连锁经营,21934426,1362588,2019/4/19 19:19,飞凤轩[出门],1,允许通过
2918,792,180792,女,18连锁经营,21934426,1362774,2019/4/19 21:34,飞凤轩[进门],1,允许通过
2919,792,180792,女,18连锁经营,21934426,1366175,2019/4/21 19:59,飞凤轩[进门],1,允许通过
2920,792,180792,女,18连锁经营,21934426,1368293,2019/4/23 14:08,飞凤轩[出门],1,允许通过
2921,792,180792,女,18连锁经营,21934426,1373852,2019/4/27 8:48,飞凤轩[出门],1,允许通过
2922,792,180792,女,18连锁经营,21934426,1374475,2019/4/27 23:12,飞凤轩[进门],1,允许通过
2923,792,180792,女,18连锁经营,21934426,1374608,2019/4/28 9:52,飞凤轩[出门],1,允许通过
2924,792,180792,女,18连锁经营,21934426,1374790,2019/4/28 20:46,飞凤轩[进门],1,允许通过
2925,793,180793,女,18连锁经营,20527930,1331507,2019/4/1 9:27,飞凤轩[进门],1,允许通过
2926,793,180793,女,18连锁经营,20527930,1331536,2019/4/1 9:46,飞凤轩[出门],1,允许通过
2927,793,180793,女,18连锁经营,20527930,1334389,2019/4/1 19:13,飞凤轩[出门],1,允许通过
2928,793,180793,女,18连锁经营,20527930,1334552,2019/4/1 21:40,飞凤轩[进门],1,允许通过
2929,793,180793,女,18连锁经营,20527930,1335352,2019/4/5 21:26,飞凤轩[进门],1,允许通过
2930,793,180793,女,18连锁经营,20527930,1335533,2019/4/6 8:36,飞凤轩[出门],1,允许通过
2931,793,180793,女,18连锁经营,20527930,1335872,2019/4/6 18:20,飞凤轩[进门],1,允许通过
2932,793,180793,女,18连锁经营,20527930,1336068,2019/4/6 21:53,飞凤轩[进门],1,允许通过
2933,793,180793,女,18连锁经营,20527930,1336359,2019/4/7 11:39,飞凤轩[出门],1,允许通过
2934,793,180793,女,18连锁经营,20527930,1336731,2019/4/7 17:35,飞凤轩[出门],1,允许通过
2935,793,180793,女,18连锁经营,20527930,1336821,2019/4/7 18:22,飞凤轩[进门],1,允许通过
2936,793,180793,女,18连锁经营,20527930,1337007,2019/4/7 20:28,飞凤轩[出门],1,允许通过
2937,793,180793,女,18连锁经营,20527930,1339193,2019/4/3 18:48,飞凤轩[进门],1,允许通过
2938,793,180793,女,18连锁经营,20527930,1344057,2019/4/2 20:43,飞凤轩[进门],1,允许通过
2939,793,180793,女,18连锁经营,20527930,1345727,2019/4/30 19:12,飞凤轩[进门],1,允许通过
2940,793,180793,女,18连锁经营,20527930,1345765,2019/4/30 19:36,飞凤轩[出门],1,允许通过
2941,793,180793,女,18连锁经营,20527930,1347944,2019/4/8 18:20,飞凤轩[进门],1,允许通过
2942,793,180793,女,18连锁经营,20527930,1348241,2019/4/8 21:49,飞凤轩[进门],1,允许通过
2943,793,180793,女,18连锁经营,20527930,1348315,2019/4/8 22:54,飞凤轩[进门],1,允许通过
2944,793,180793,女,18连锁经营,20527930,1349610,2019/4/10 14:15,飞凤轩[进门],1,允许通过
2945,793,180793,女,18连锁经营,20527930,1350112,2019/4/10 18:33,飞凤轩[出门],1,允许通过
2946,793,180793,女,18连锁经营,20527930,1350654,2019/4/11 13:18,飞凤轩[出门],1,允许通过
2947,793,180793,女,18连锁经营,20527930,1353985,2019/4/12 15:30,飞凤轩[进门],1,允许通过
2948,793,180793,女,18连锁经营,20527930,1354232,2019/4/12 21:47,飞凤轩[进门],1,允许通过
2949,793,180793,女,18连锁经营,20527930,1354351,2019/4/12 23:40,飞凤轩[进门],1,允许通过
2950,793,180793,女,18连锁经营,20527930,1354477,2019/4/13 8:53,飞凤轩[出门],1,允许通过
2951,793,180793,女,18连锁经营,20527930,1355699,2019/4/14 12:32,飞凤轩[出门],1,允许通过
2952,793,180793,女,18连锁经营,20527930,1355701,2019/4/14 12:33,飞凤轩[进门],1,允许通过
2953,793,180793,女,18连锁经营,20527930,1356173,2019/4/14 21:22,飞凤轩[出门],1,允许通过
2954,793,180793,女,18连锁经营,20527930,1357984,2019/4/15 18:18,飞凤轩[进门],1,允许通过
2955,793,180793,女,18连锁经营,20527930,1358303,2019/4/15 21:51,飞凤轩[进门],1,允许通过
2956,793,180793,女,18连锁经营,20527930,1358843,2019/4/16 19:57,飞凤轩[出门],1,允许通过
2957,793,180793,女,18连锁经营,20527930,1362598,2019/4/19 19:25,飞凤轩[进门],1,允许通过
2958,793,180793,女,18连锁经营,20527930,1362782,2019/4/19 21:47,飞凤轩[进门],1,允许通过
2959,793,180793,女,18连锁经营,20527930,1365213,2019/4/20 18:47,飞凤轩[进门],1,允许通过
2960,793,180793,女,18连锁经营,20527930,1365819,2019/4/21 13:26,飞凤轩[进门],1,允许通过
2961,793,180793,女,18连锁经营,20527930,1365867,2019/4/21 0:00,飞凤轩[出门],1,允许通过
2962,793,180793,女,18连锁经营,20527930,1365985,2019/4/21 16:22,飞凤轩[进门],1,允许通过
2963,793,180793,女,18连锁经营,20527930,1366087,2019/4/21 18:57,飞凤轩[进门],1,允许通过
2964,793,180793,女,18连锁经营,20527930,1366172,2019/4/21 19:57,飞凤轩[进门],1,允许通过
2965,793,180793,女,18连锁经营,20527930,1366235,2019/4/21 20:42,飞凤轩[出门],1,允许通过
2966,793,180793,女,18连锁经营,20527930,1367683,2019/4/22 18:25,飞凤轩[进门],1,允许通过
2967,793,180793,女,18连锁经营,20527930,1367690,2019/4/22 18:33,飞凤轩[出门],1,允许通过
2968,793,180793,女,18连锁经营,20527930,1368432,2019/4/23 19:42,飞凤轩[出门],1,允许通过
2969,793,180793,女,18连锁经营,20527930,1369105,2019/4/24 19:47,飞凤轩[出门],1,允许通过
2970,793,180793,女,18连锁经营,20527930,1374588,2019/4/28 9:24,飞凤轩[出门],1,允许通过
2971,794,180794,女,18连锁经营,24536650,1335271,2019/4/5 19:47,飞凤轩[进门],1,允许通过
2972,794,180794,女,18连锁经营,24536650,1335940,2019/4/6 19:18,飞凤轩[进门],1,允许通过
2973,794,180794,女,18连锁经营,24536650,1336266,2019/4/7 9:57,飞凤轩[出门],1,允许通过
2974,794,180794,女,18连锁经营,24536650,1336288,2019/4/7 10:24,飞凤轩[进门],1,允许通过
2975,794,180794,女,18连锁经营,24536650,1336307,2019/4/7 10:48,飞凤轩[出门],1,允许通过
2976,794,180794,女,18连锁经营,24536650,1344050,2019/4/2 20:35,飞凤轩[进门],1,允许通过
2977,794,180794,女,18连锁经营,24536650,1345323,2019/4/30 7:57,飞凤轩[出门],1,允许通过
2978,794,180794,女,18连锁经营,24536650,1348243,2019/4/8 21:50,飞凤轩[进门],1,允许通过
2979,794,180794,女,18连锁经营,24536650,1354054,2019/4/12 19:51,飞凤轩[进门],1,允许通过
2980,794,180794,女,18连锁经营,24536650,1355287,2019/4/14 7:58,飞凤轩[出门],1,允许通过
2981,794,180794,女,18连锁经营,24536650,1358000,2019/4/15 18:26,飞凤轩[出门],1,允许通过
2982,794,180794,女,18连锁经营,24536650,1358068,2019/4/15 19:06,飞凤轩[进门],1,允许通过
2983,794,180794,女,18连锁经营,24536650,1362629,2019/4/19 19:44,飞凤轩[进门],1,允许通过
2984,794,180794,女,18连锁经营,24536650,1365574,2019/4/21 7:36,飞凤轩[出门],1,允许通过
2985,794,180794,女,18连锁经营,24536650,1368409,2019/4/23 19:14,飞凤轩[出门],1,允许通过
2986,795,180795,女,18连锁经营,14118906,1334981,2019/4/5 11:33,飞凤轩[出门],1,允许通过
2987,795,180795,女,18连锁经营,14118906,1334984,2019/4/5 11:35,飞凤轩[进门],1,允许通过
2988,795,180795,女,18连锁经营,14118906,1334985,2019/4/5 11:36,飞凤轩[出门],1,允许通过
2989,795,180795,女,18连锁经营,14118906,1335294,2019/4/5 20:04,飞凤轩[进门],1,允许通过
2990,795,180795,女,18连锁经营,14118906,1335682,2019/4/6 14:34,飞凤轩[出门],1,允许通过
2991,795,180795,女,18连锁经营,14118906,1335685,2019/4/6 14:36,飞凤轩[进门],1,允许通过
2992,795,180795,女,18连锁经营,14118906,1340801,2019/4/4 19:23,飞凤轩[出门],1,允许通过
2993,795,180795,女,18连锁经营,14118906,1340800,2019/4/4 19:23,飞凤轩[出门],1,允许通过
2994,795,180795,女,18连锁经营,14118906,1344450,2019/4/29 9:42,飞凤轩[出门],1,允许通过
2995,795,180795,女,18连锁经营,14118906,1344921,2019/4/29 0:00,飞凤轩[进门],1,允许通过
2996,795,180795,女,18连锁经营,14118906,1348063,2019/4/8 19:26,飞凤轩[出门],1,允许通过
2997,795,180795,女,18连锁经营,14118906,1351356,2019/4/11 19:27,飞凤轩[出门],1,允许通过
2998,795,180795,女,18连锁经营,14118906,1351529,2019/4/11 21:48,飞凤轩[进门],1,允许通过
2999,795,180795,女,18连锁经营,14118906,1354547,2019/4/13 0:00,飞凤轩[出门],1,允许通过
3000,795,180795,女,18连锁经营,14118906,1354898,2019/4/13 16:09,飞凤轩[进门],1,允许通过
3001,795,180795,女,18连锁经营,14118906,1358375,2019/4/15 22:50,飞凤轩[进门],1,允许通过
3002,795,180795,女,18连锁经营,14118906,1360536,2019/4/18 13:38,飞凤轩[出门],1,允许通过
3003,795,180795,女,18连锁经营,14118906,1363115,2019/4/20 13:57,飞凤轩[出门],1,允许通过
3004,795,180795,女,18连锁经营,14118906,1363114,2019/4/20 13:57,飞凤轩[出门],1,允许通过
3005,795,180795,女,18连锁经营,14118906,1365852,2019/4/21 0:00,飞凤轩[出门],1,允许通过
3006,795,180795,女,18连锁经营,14118906,1373925,2019/4/27 9:57,飞凤轩[出门],1,允许通过
3007,796,180796,女,18连锁经营,19344282,1331467,2019/4/1 7:36,飞凤轩[出门],1,允许通过
3008,796,180796,女,18连锁经营,19344282,1334936,2019/4/5 11:00,飞凤轩[出门],1,允许通过
3009,796,180796,女,18连锁经营,19344282,1334967,2019/4/5 11:25,飞凤轩[进门],1,允许通过
3010,796,180796,女,18连锁经营,19344282,1335204,2019/4/5 15:47,飞凤轩[出门],1,允许通过
3011,796,180796,女,18连锁经营,19344282,1335212,2019/4/5 15:55,飞凤轩[进门],1,允许通过
3012,796,180796,女,18连锁经营,19344282,1335538,2019/4/6 8:45,飞凤轩[出门],1,允许通过
3013,796,180796,女,18连锁经营,19344282,1339107,2019/4/3 0:00,飞凤轩[进门],1,允许通过
3014,796,180796,女,18连锁经营,19344282,1345068,2019/4/29 20:38,飞凤轩[出门],1,允许通过
3015,796,180796,女,18连锁经营,19344282,1345221,2019/4/29 23:18,飞凤轩[进门],1,允许通过
3016,796,180796,女,18连锁经营,19344282,1345223,2019/4/29 23:22,飞凤轩[出门],1,允许通过
3017,796,180796,女,18连锁经营,19344282,1345224,2019/4/29 23:24,飞凤轩[进门],1,允许通过
3018,796,180796,女,18连锁经营,19344282,1345438,2019/4/30 9:14,飞凤轩[出门],1,允许通过
3019,796,180796,女,18连锁经营,19344282,1345587,2019/4/30 15:18,飞凤轩[出门],1,允许通过
3020,796,180796,女,18连锁经营,19344282,1346007,2019/4/30 0:00,飞凤轩[出门],1,允许通过
3021,796,180796,女,18连锁经营,19344282,1348664,2019/4/9 18:41,飞凤轩[进门],1,允许通过
3022,796,180796,女,18连锁经营,19344282,1353863,2019/4/12 12:59,飞凤轩[出门],1,允许通过
3023,796,180796,女,18连锁经营,19344282,1354412,2019/4/13 7:06,飞凤轩[出门],1,允许通过
3024,796,180796,女,18连锁经营,19344282,1354968,2019/4/13 20:06,飞凤轩[出门],1,允许通过
3025,796,180796,女,18连锁经营,19344282,1355233,2019/4/14 0:00,飞凤轩[出门],1,允许通过
3026,796,180796,女,18连锁经营,19344282,1356126,2019/4/14 20:51,飞凤轩[进门],1,允许通过
3027,796,180796,女,18连锁经营,19344282,1356167,2019/4/14 21:18,飞凤轩[出门],1,允许通过
3028,796,180796,女,18连锁经营,19344282,1358120,2019/4/15 19:38,飞凤轩[进门],1,允许通过
3029,796,180796,女,18连锁经营,19344282,1358629,2019/4/16 13:52,飞凤轩[进门],1,允许通过
3030,796,180796,女,18连锁经营,19344282,1359679,2019/4/17 13:17,飞凤轩[进门],1,允许通过
3031,796,180796,女,18连锁经营,19344282,1361667,2019/4/19 9:24,飞凤轩[出门],1,允许通过
3032,796,180796,女,18连锁经营,19344282,1363051,2019/4/20 10:26,飞凤轩[出门],1,允许通过
3033,796,180796,女,18连锁经营,19344282,1365193,2019/4/20 18:35,飞凤轩[出门],1,允许通过
3034,796,180796,女,18连锁经营,19344282,1366157,2019/4/21 19:42,飞凤轩[出门],1,允许通过
3035,796,180796,女,18连锁经营,19344282,1368131,2019/4/23 9:23,飞凤轩[出门],1,允许通过
3036,796,180796,女,18连锁经营,19344282,1369114,2019/4/24 19:56,飞凤轩[进门],1,允许通过
3037,796,180796,女,18连锁经营,19344282,1369410,2019/4/25 10:29,飞凤轩[进门],1,允许通过
3038,796,180796,女,18连锁经营,19344282,1370308,2019/4/25 0:00,飞凤轩[进门],1,允许通过
3039,796,180796,女,18连锁经营,19344282,1373916,2019/4/27 9:42,飞凤轩[出门],1,允许通过
3040,796,180796,女,18连锁经营,19344282,1373921,2019/4/27 9:51,飞凤轩[进门],1,允许通过
3041,796,180796,女,18连锁经营,19344282,1374048,2019/4/27 11:47,飞凤轩[进门],1,允许通过
3042,796,180796,女,18连锁经营,19344282,1374182,2019/4/27 13:25,飞凤轩[进门],1,允许通过
3043,796,180796,女,18连锁经营,19344282,1374193,2019/4/27 13:40,飞凤轩[出门],1,允许通过
3044,797,180797,女,18连锁经营,20705402,1331649,2019/4/1 13:28,飞凤轩[进门],1,允许通过
3045,797,180797,女,18连锁经营,20705402,1335798,2019/4/6 17:15,飞凤轩[进门],1,允许通过
3046,797,180797,女,18连锁经营,20705402,1335827,2019/4/6 17:37,飞凤轩[出门],1,允许通过
3047,797,180797,女,18连锁经营,20705402,1335908,2019/4/6 18:44,飞凤轩[进门],1,允许通过
3048,797,180797,女,18连锁经营,20705402,1336622,2019/4/7 16:14,飞凤轩[出门],1,允许通过
3049,797,180797,女,18连锁经营,20705402,1339266,2019/4/3 19:25,飞凤轩[出门],1,允许通过
3050,797,180797,女,18连锁经营,20705402,1340033,2019/4/4 13:18,飞凤轩[进门],1,允许通过
3051,797,180797,女,18连锁经营,20705402,1340067,2019/4/4 13:38,飞凤轩[出门],1,允许通过
3052,797,180797,女,18连锁经营,20705402,1341051,2019/4/4 22:48,飞凤轩[进门],1,允许通过
3053,797,180797,女,18连锁经营,20705402,1341286,2019/4/2 13:40,飞凤轩[进门],1,允许通过
3054,797,180797,女,18连锁经营,20705402,1344300,2019/4/29 7:11,飞凤轩[出门],1,允许通过
3055,797,180797,女,18连锁经营,20705402,1345038,2019/4/29 20:20,飞凤轩[进门],1,允许通过
3056,797,180797,女,18连锁经营,20705402,1345496,2019/4/30 0:00,飞凤轩[进门],1,允许通过
3057,797,180797,女,18连锁经营,20705402,1348896,2019/4/9 22:19,飞凤轩[进门],1,允许通过
3058,797,180797,女,18连锁经营,20705402,1350403,2019/4/10 22:18,飞凤轩[进门],1,允许通过
3059,797,180797,女,18连锁经营,20705402,1351245,2019/4/11 15:04,飞凤轩[进门],1,允许通过
3060,797,180797,女,18连锁经营,20705402,1354574,2019/4/13 10:33,飞凤轩[进门],1,允许通过
3061,797,180797,女,18连锁经营,20705402,1354587,2019/4/13 10:48,飞凤轩[出门],1,允许通过
3062,797,180797,女,18连锁经营,20705402,1355111,2019/4/13 22:02,飞凤轩[进门],1,允许通过
3063,797,180797,女,18连锁经营,20705402,1355411,2019/4/14 9:47,飞凤轩[出门],1,允许通过
3064,797,180797,女,18连锁经营,20705402,1355707,2019/4/14 12:36,飞凤轩[进门],1,允许通过
3065,797,180797,女,18连锁经营,20705402,1357976,2019/4/15 0:00,飞凤轩[出门],1,允许通过
3066,797,180797,女,18连锁经营,20705402,1358601,2019/4/16 13:15,飞凤轩[进门],1,允许通过
3067,797,180797,女,18连锁经营,20705402,1358926,2019/4/16 21:18,飞凤轩[进门],1,允许通过
3068,797,180797,女,18连锁经营,20705402,1361288,2019/4/18 19:40,飞凤轩[进门],1,允许通过
3069,797,180797,女,18连锁经营,20705402,1365214,2019/4/20 18:47,飞凤轩[出门],1,允许通过
3070,797,180797,女,18连锁经营,20705402,1365879,2019/4/21 14:19,飞凤轩[进门],1,允许通过
3071,797,180797,女,18连锁经营,20705402,1366110,2019/4/21 19:11,飞凤轩[进门],1,允许通过
3072,797,180797,女,18连锁经营,20705402,1368248,2019/4/23 13:18,飞凤轩[进门],1,允许通过
3073,797,180797,女,18连锁经营,20705402,1369510,2019/4/25 13:46,飞凤轩[出门],1,允许通过
3074,797,180797,女,18连锁经营,20705402,1370270,2019/4/25 19:40,飞凤轩[出门],1,允许通过
3075,797,180797,女,18连锁经营,20705402,1370299,2019/4/25 0:00,飞凤轩[进门],1,允许通过
3076,797,180797,女,18连锁经营,20705402,1373603,2019/4/26 20:59,飞凤轩[出门],1,允许通过
3077,797,180797,女,18连锁经营,20705402,1374350,2019/4/27 20:34,飞凤轩[出门],1,允许通过
3078,797,180797,女,18连锁经营,20705402,1374692,2019/4/28 15:22,飞凤轩[进门],1,允许通过
3079,797,180797,女,18连锁经营,20705402,1374713,2019/4/28 0:00,飞凤轩[出门],1,允许通过
3080,799,180799,女,18连锁经营,21460202,1334783,2019/4/5 8:30,飞凤轩[出门],1,允许通过
3081,799,180799,女,18连锁经营,21460202,1339539,2019/4/4 2:15,飞凤轩[出门],1,允许通过
3082,799,180799,女,18连锁经营,21460202,1339924,2019/4/4 0:00,飞凤轩[进门],1,允许通过
3083,799,180799,女,18连锁经营,21460202,1340014,2019/4/4 11:07,飞凤轩[出门],1,允许通过
3084,799,180799,女,18连锁经营,21460202,1340297,2019/4/4 15:31,飞凤轩[出门],1,允许通过
3085,799,180799,女,18连锁经营,21460202,1340880,2019/4/4 20:33,飞凤轩[进门],1,允许通过
3086,799,180799,女,18连锁经营,21460202,1341075,2019/4/4 23:43,飞凤轩[出门],1,允许通过
3087,799,180799,女,18连锁经营,21460202,1343860,2019/4/2 18:43,飞凤轩[出门],1,允许通过
3088,799,180799,女,18连锁经营,21460202,1344169,2019/4/2 22:14,飞凤轩[进门],1,允许通过
3089,799,180799,女,18连锁经营,21460202,1344171,2019/4/2 22:15,飞凤轩[进门],1,允许通过
3090,799,180799,女,18连锁经营,21460202,1348111,2019/4/8 19:56,飞凤轩[出门],1,允许通过
3091,799,180799,女,18连锁经营,21460202,1348123,2019/4/8 0:00,飞凤轩[进门],1,允许通过
