Index,AccessCardNo,Date,Address,Access,Describe
1345548,2349152,2019/4/30 10:55,飞凤轩[出门],1,允许通过
1345549,24060523,2019/4/30 10:56,飞凤轩[出门],1,允许通过
1342831,19119098,2019/4/30 10:56,第六教学楼[出门],1,允许通过
1345550,19442490,2019/4/30 10:57,飞凤轩[出门],1,允许通过
1342832,24124155,2019/4/30 10:57,第六教学楼[进门],1,允许通过
1342833,21242010,2019/4/30 10:58,第六教学楼[出门],1,允许通过
1342834,20350311,2019/4/30 10:58,第六教学楼[进门],1,允许通过
1342835,15428523,2019/4/30 10:59,第六教学楼[出门],1,允许通过
1345551,16908359,2019/4/30 10:59,飞凤轩[出门],1,允许通过
1345552,7141387,2019/4/30 11:00,飞凤轩[出门],1,允许通过
1342836,20350311,2019/4/30 11:00,第六教学楼[出门],1,允许通过
1342837,20951668,2019/4/30 11:00,第六教学楼[出门],1,允许通过
1345553,21151626,2019/4/30 11:00,飞凤轩[出门],1,允许通过
1345554,18506026,2019/4/30 0:00,飞凤轩[出门],1,允许通过
1345555,12503931,2019/4/30 11:01,飞凤轩[出门],1,允许通过
1342838,20350311,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342839,17459269,2019/4/30 11:03,第六教学楼[出门],1,允许通过
1345556,1310144,2019/4/30 0:00,飞凤轩[出门],1,允许通过
1346871,3164196,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1346872,17752727,2019/4/30 11:05,青鸾苑[进门],1,允许通过
1345557,738235,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1342840,5654596,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1345558,18102770,2019/4/30 11:07,飞凤轩[出门],1,允许通过
1345559,7141387,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1342841,20762042,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1345560,20927335,2019/4/30 11:08,飞凤轩[出门],1,允许通过
1342843,17132679,2019/4/30 11:09,第六教学楼[出门],1,允许通过
1342842,17132679,2019/4/30 11:09,第六教学楼[出门],1,允许通过
1342844,20703290,2019/4/30 11:09,第六教学楼[出门],1,允许通过
1345561,247110,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1346873,14801783,2019/4/30 0:00,青鸾苑[进门],1,允许通过
1346874,3164196,2019/4/30 11:10,青鸾苑[进门],1,允许通过
1342845,21723370,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1342846,18441978,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1342847,20762042,2019/4/30 11:11,第六教学楼[进门],1,允许通过
1342848,18449210,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342849,24154363,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1346875,14801783,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1342850,21644682,2019/4/30 11:12,第六教学楼[进门],1,允许通过
1346876,6310108,2019/4/30 11:12,青鸾苑[进门],1,允许通过
1342851,19446055,2019/4/30 11:14,第六教学楼[进门],1,允许通过
1342852,7047872,2019/4/30 11:15,第六教学楼[出门],1,允许通过
1342853,21723370,2019/4/30 11:15,第六教学楼[进门],1,允许通过
1346877,6150052,2019/4/30 11:15,青鸾苑[进门],1,允许通过
1342854,17605909,2019/4/30 11:16,第六教学楼[进门],1,允许通过
1346878,17752727,2019/4/30 11:17,青鸾苑[出门],1,允许通过
1346879,22742983,2019/4/30 11:17,青鸾苑[进门],1,允许通过
1346880,5761188,2019/4/30 11:17,青鸾苑[进门],1,允许通过
1342855,5405028,2019/4/30 11:18,第六教学楼[出门],1,允许通过
1341437,7722326,2019/4/30 11:18,第五教学楼[进门],1,允许通过
1342856,21451114,2019/4/30 11:18,第六教学楼[出门],1,允许通过
1342857,21928730,2019/4/30 11:18,第六教学楼[出门],1,允许通过
1342858,15428523,2019/4/30 11:18,第六教学楼[进门],1,允许通过
1346881,17254343,2019/4/30 11:19,青鸾苑[出门],1,允许通过
1346882,17752727,2019/4/30 11:20,青鸾苑[进门],1,允许通过
1342860,16764885,2019/4/30 11:20,第六教学楼[出门],1,允许通过
1342859,19749242,2019/4/30 11:20,第六教学楼[出门],1,允许通过
1346883,18421348,2019/4/30 11:21,青鸾苑[出门],1,允许通过
1346884,18421348,2019/4/30 11:21,青鸾苑[进门],1,允许通过
1342861,17005525,2019/4/30 11:22,第六教学楼[出门],1,允许通过
1342862,18745767,2019/4/30 11:22,第六教学楼[进门],1,允许通过
1342863,19355402,2019/4/30 11:23,第六教学楼[出门],1,允许通过
1342864,17132679,2019/4/30 11:24,第六教学楼[进门],1,允许通过
1342865,20203770,2019/4/30 11:24,第六教学楼[进门],1,允许通过
1342866,14841787,2019/4/30 11:25,第六教学楼[出门],1,允许通过
1342867,15465067,2019/4/30 11:25,第六教学楼[出门],1,允许通过
1342869,19626058,2019/4/30 11:26,第六教学楼[出门],1,允许通过
1342868,16715887,2019/4/30 11:26,第六教学楼[出门],0,禁止通过-没有权限
1342870,20346682,2019/4/30 11:26,第六教学楼[出门],1,允许通过
1342871,19006410,2019/4/30 11:28,第六教学楼[出门],1,允许通过
1342872,5654596,2019/4/30 11:29,第六教学楼[出门],1,允许通过
1346885,17752727,2019/4/30 11:29,青鸾苑[出门],1,允许通过
1342873,15363220,2019/4/30 11:30,第六教学楼[出门],1,允许通过
1342874,21928730,2019/4/30 11:30,第六教学楼[进门],1,允许通过
1342875,21117354,2019/4/30 11:30,第六教学楼[出门],1,允许通过
1346886,5012852,2019/4/30 11:31,青鸾苑[进门],1,允许通过
1342876,17708197,2019/4/30 11:33,第六教学楼[出门],1,允许通过
1342877,21117354,2019/4/30 11:33,第六教学楼[进门],1,允许通过
1346887,17752727,2019/4/30 11:34,青鸾苑[出门],1,允许通过
1342878,1913899,2019/4/30 11:34,第六教学楼[出门],1,允许通过
1346888,2151303,2019/4/30 11:35,青鸾苑[出门],1,允许通过
1342879,17408119,2019/4/30 11:35,第六教学楼[出门],1,允许通过
1342880,15363220,2019/4/30 11:36,第六教学楼[进门],1,允许通过
1342881,1020390,2019/4/30 11:37,第六教学楼[进门],1,允许通过
1342882,20254122,2019/4/30 11:37,第六教学楼[进门],1,允许通过
1342883,19322775,2019/4/30 11:37,第六教学楼[出门],1,允许通过
1342884,17605909,2019/4/30 11:39,第六教学楼[出门],1,允许通过
1342885,1611067,2019/4/30 11:39,第六教学楼[出门],1,允许通过
1342886,1042186,2019/4/30 11:40,第六教学楼[出门],1,允许通过
1342887,20948775,2019/4/30 11:41,第六教学楼[出门],1,允许通过
1342888,20355306,2019/4/30 11:42,第六教学楼[进门],1,允许通过
1342889,20261274,2019/4/30 11:42,第六教学楼[出门],1,允许通过
1342890,21706986,2019/4/30 11:43,第六教学楼[出门],1,允许通过
1346889,22504631,2019/4/30 11:43,青鸾苑[进门],1,允许通过
1342891,21415418,2019/4/30 11:43,第六教学楼[进门],1,允许通过
1342892,20840970,2019/4/30 11:44,第六教学楼[出门],1,允许通过
1342893,16340647,2019/4/30 11:45,第六教学楼[出门],1,允许通过
1342894,15647810,2019/4/30 11:45,第六教学楼[进门],1,允许通过
1346890,4541360,2019/4/30 11:46,青鸾苑[出门],1,允许通过
1342895,19355402,2019/4/30 11:46,第六教学楼[进门],1,允许通过
1342896,948550,2019/4/30 11:46,第六教学楼[出门],1,允许通过
1342897,20263146,2019/4/30 11:47,第六教学楼[出门],1,允许通过
1346891,24365415,2019/4/30 11:47,青鸾苑[出门],1,允许通过
1342898,20603226,2019/4/30 11:47,第六教学楼[进门],1,允许通过
1342899,21027066,2019/4/30 11:48,第六教学楼[进门],1,允许通过
1342900,19140778,2019/4/30 11:48,第六教学楼[进门],1,允许通过
1342901,19538122,2019/4/30 11:49,第六教学楼[出门],1,允许通过
1342902,23926347,2019/4/30 11:50,第六教学楼[出门],1,允许通过
1346892,340119,2019/4/30 11:50,青鸾苑[出门],1,允许通过
1346893,24102391,2019/4/30 11:51,青鸾苑[进门],1,允许通过
1346894,3533271,2019/4/30 11:51,青鸾苑[出门],1,允许通过
1342903,19834362,2019/4/30 11:51,第六教学楼[出门],1,允许通过
1342904,16421831,2019/4/30 11:51,第六教学楼[进门],1,允许通过
1346895,5437332,2019/4/30 11:52,青鸾苑[进门],1,允许通过
1342905,12709127,2019/4/30 11:52,第六教学楼[出门],1,允许通过
1346896,6732596,2019/4/30 11:52,青鸾苑[出门],1,允许通过
1342906,20263146,2019/4/30 11:52,第六教学楼[进门],1,允许通过
1346897,19623092,2019/4/30 11:52,青鸾苑[出门],1,允许通过
1346898,2151303,2019/4/30 11:53,青鸾苑[进门],1,允许通过
1342907,17408119,2019/4/30 11:53,第六教学楼[进门],1,允许通过
1346899,19504900,2019/4/30 11:53,青鸾苑[出门],1,允许通过
1346900,20923908,2019/4/30 11:54,青鸾苑[出门],1,允许通过
1342908,438059,2019/4/30 11:55,第六教学楼[进门],1,允许通过
1346901,4541360,2019/4/30 11:55,青鸾苑[进门],1,允许通过
1342909,1928603,2019/4/30 11:55,第六教学楼[出门],1,允许通过
1342910,19538122,2019/4/30 11:56,第六教学楼[进门],1,允许通过
1346902,340119,2019/4/30 11:56,青鸾苑[进门],1,允许通过
1342911,17821941,2019/4/30 11:57,第六教学楼[进门],1,允许通过
1346903,19623092,2019/4/30 11:57,青鸾苑[进门],1,允许通过
1342912,17118903,2019/4/30 11:57,第六教学楼[进门],1,允许通过
1346904,6310108,2019/4/30 11:57,青鸾苑[出门],1,允许通过
1342913,20014394,2019/4/30 11:58,第六教学楼[出门],1,允许通过
1346905,19504900,2019/4/30 11:59,青鸾苑[进门],1,允许通过
1342914,17605989,2019/4/30 11:59,第六教学楼[进门],1,允许通过
1342915,20619690,2019/4/30 11:59,第六教学楼[出门],1,允许通过
1342916,8427851,2019/4/30 11:59,第六教学楼[进门],1,允许通过
1346906,6150052,2019/4/30 11:59,青鸾苑[出门],1,允许通过
1346907,4513556,2019/4/30 11:59,青鸾苑[出门],1,允许通过
1342917,21803234,2019/4/30 11:59,第六教学楼[进门],1,允许通过
1342918,21537220,2019/4/30 12:00,第六教学楼[出门],1,允许通过
1346908,6310108,2019/4/30 12:00,青鸾苑[进门],1,允许通过
1342919,21144138,2019/4/30 12:00,第六教学楼[出门],1,允许通过
1342920,18722106,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1342921,21451114,2019/4/30 12:01,第六教学楼[进门],1,允许通过
1346909,17922823,2019/4/30 12:02,青鸾苑[进门],1,允许通过
1342922,21403626,2019/4/30 12:02,第六教学楼[出门],1,允许通过
1346910,18821220,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1342923,21403626,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342924,19041130,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342925,19420746,2019/4/30 12:03,第六教学楼[出门],1,允许通过
1342926,20619690,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1346911,2136599,2019/4/30 12:04,青鸾苑[出门],1,允许通过
1346912,17254343,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1346913,21829684,2019/4/30 12:05,青鸾苑[出门],1,允许通过
1342927,14335210,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1342928,20111322,2019/4/30 12:06,第六教学楼[出门],1,允许通过
1342929,20111322,2019/4/30 12:06,第六教学楼[出门],1,允许通过
1346914,23145655,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1346915,6150052,2019/4/30 0:00,青鸾苑[进门],1,允许通过
1342930,19516170,2019/4/30 12:07,第六教学楼[进门],1,允许通过
1342931,21537220,2019/4/30 12:07,第六教学楼[进门],1,允许通过
1342932,8160516,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1346916,20664583,2019/4/30 12:08,青鸾苑[出门],1,允许通过
1342933,21451114,2019/4/30 12:08,第六教学楼[出门],1,允许通过
1342934,19119098,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342935,20619690,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1342936,18920986,2019/4/30 12:09,第六教学楼[出门],1,允许通过
1342937,433186,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342938,17263925,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1342939,850688,2019/4/30 12:11,第六教学楼[进门],1,允许通过
1346917,20848023,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1346918,19347044,2019/4/30 0:00,青鸾苑[出门],1,允许通过
1342940,709322,2019/4/30 12:13,第六教学楼[出门],1,允许通过
1342941,8962146,2019/4/30 12:14,第六教学楼[进门],1,允许通过
1342942,16027063,2019/4/30 12:15,第六教学楼[出门],1,允许通过
1342943,14949408,2019/4/30 12:16,第六教学楼[出门],1,允许通过
1342944,20014394,2019/4/30 12:16,第六教学楼[进门],1,允许通过
1342945,9442997,2019/4/30 12:17,第六教学楼[出门],1,允许通过
1342946,2044299,2019/4/30 12:17,第六教学楼[出门],1,允许通过
1342947,19041130,2019/4/30 12:17,第六教学楼[出门],1,允许通过
1342948,18913546,2019/4/30 12:18,第六教学楼[出门],1,允许通过
1342949,14949408,2019/4/30 12:18,第六教学楼[进门],1,允许通过
1342950,19705594,2019/4/30 12:19,第六教学楼[出门],1,允许通过
1342951,21031498,2019/4/30 12:19,第六教学楼[出门],1,允许通过
1342952,709322,2019/4/30 12:20,第六教学楼[进门],1,允许通过
1342953,18722106,2019/4/30 12:20,第六教学楼[进门],1,允许通过
1342954,15918379,2019/4/30 12:21,第六教学楼[进门],1,允许通过
1342955,19654586,2019/4/30 12:22,第六教学楼[出门],1,允许通过
1342956,2044299,2019/4/30 12:23,第六教学楼[进门],1,允许通过
1342957,17426368,2019/4/30 12:23,第六教学楼[进门],1,允许通过
1342958,6936555,2019/4/30 12:24,第六教学楼[进门],1,允许通过
1342959,18919194,2019/4/30 12:25,第六教学楼[出门],1,允许通过
1342960,9329733,2019/4/30 12:25,第六教学楼[出门],1,允许通过
1342961,5038103,2019/4/30 12:26,第六教学楼[出门],1,允许通过
1342962,15818276,2019/4/30 12:27,第六教学楼[进门],1,允许通过
1342963,19847178,2019/4/30 12:27,第六教学楼[进门],1,允许通过
1342964,16617346,2019/4/30 12:27,第六教学楼[出门],1,允许通过
1342965,1836635,2019/4/30 12:28,第六教学楼[出门],1,允许通过
1342966,21911386,2019/4/30 12:28,第六教学楼[出门],1,允许通过
1342967,19834362,2019/4/30 12:29,第六教学楼[出门],1,允许通过
1342968,21230346,2019/4/30 12:30,第六教学楼[出门],1,允许通过
1342969,11909419,2019/4/30 12:31,第六教学楼[进门],1,允许通过
1342970,19353498,2019/4/30 12:31,第六教学楼[进门],1,允许通过
1342971,7165330,2019/4/30 12:32,第六教学楼[进门],0,禁止通过-没有权限
1342972,20111322,2019/4/30 12:32,第六教学楼[进门],1,允许通过
1342973,20111322,2019/4/30 12:32,第六教学楼[进门],1,允许通过
1342974,20928970,2019/4/30 12:33,第六教学楼[进门],1,允许通过
1342975,20442666,2019/4/30 12:33,第六教学楼[进门],1,允许通过
1342976,3501579,2019/4/30 12:34,第六教学楼[进门],1,允许通过
1342977,849702,2019/4/30 12:35,第六教学楼[进门],1,允许通过
1342978,5310804,2019/4/30 12:35,第六教学楼[出门],1,允许通过
1342979,18610375,2019/4/30 12:36,第六教学楼[出门],1,允许通过
1342980,20105445,2019/4/30 12:36,第六教学楼[进门],1,允许通过
1342981,19834362,2019/4/30 12:37,第六教学楼[进门],1,允许通过
1342982,18659834,2019/4/30 12:38,第六教学楼[出门],1,允许通过
1342983,18656663,2019/4/30 12:39,第六教学楼[出门],1,允许通过
1342984,22121575,2019/4/30 12:40,第六教学楼[出门],1,允许通过
1342985,317606,2019/4/30 12:40,第六教学楼[进门],1,允许通过
1342986,423622,2019/4/30 12:40,第六教学楼[进门],1,允许通过
1342987,1611067,2019/4/30 12:42,第六教学楼[出门],1,允许通过
1342988,18934071,2019/4/30 12:42,第六教学楼[出门],1,允许通过
1342989,8404516,2019/4/30 12:42,第六教学楼[出门],1,允许通过
1342990,948550,2019/4/30 12:42,第六教学楼[进门],1,允许通过
1342991,1021238,2019/4/30 12:43,第六教学楼[进门],1,允许通过
1342992,9255019,2019/4/30 12:43,第六教学楼[出门],1,允许通过
1342993,5310804,2019/4/30 12:44,第六教学楼[进门],1,允许通过
1342994,5231136,2019/4/30 12:46,第六教学楼[进门],1,允许通过
1342995,18934071,2019/4/30 12:46,第六教学楼[进门],1,允许通过
1342996,1836635,2019/4/30 12:46,第六教学楼[进门],1,允许通过
1342998,18656663,2019/4/30 12:47,第六教学楼[出门],1,允许通过
1342997,18656663,2019/4/30 12:47,第六教学楼[出门],1,允许通过
1342999,20514378,2019/4/30 12:48,第六教学楼[进门],1,允许通过
1343000,18656663,2019/4/30 12:49,第六教学楼[进门],1,允许通过
1343001,1029414,2019/4/30 12:49,第六教学楼[进门],1,允许通过
1343002,20815591,2019/4/30 12:49,第六教学楼[进门],1,允许通过
1343003,22907015,2019/4/30 12:52,第六教学楼[进门],1,允许通过
1343004,8404516,2019/4/30 12:53,第六教学楼[进门],1,允许通过
1343005,18659834,2019/4/30 12:54,第六教学楼[进门],1,允许通过
1343006,21031498,2019/4/30 12:54,第六教学楼[进门],1,允许通过
1341438,16665445,2019/4/30 12:55,第五教学楼[进门],1,允许通过
1343007,21634602,2019/4/30 12:56,第六教学楼[进门],1,允许通过
1343008,20017930,2019/4/30 12:56,第六教学楼[进门],1,允许通过
1343009,4021300,2019/4/30 12:58,第六教学楼[出门],1,允许通过
1343010,20261274,2019/4/30 12:58,第六教学楼[出门],1,允许通过
1343011,19113218,2019/4/30 13:00,第六教学楼[出门],1,允许通过
1343012,20549335,2019/4/30 13:00,第六教学楼[出门],1,允许通过
1343013,19516170,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343014,18441978,2019/4/30 13:01,第六教学楼[出门],1,允许通过
1343015,24443163,2019/4/30 13:03,第六教学楼[出门],1,允许通过
1343016,21451114,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343017,18441978,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343018,17118903,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343019,22265316,2019/4/30 13:05,第六教学楼[出门],1,允许通过
1343020,2110962,2019/4/30 13:05,第六教学楼[出门],1,允许通过
1343021,2110962,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343022,21451114,2019/4/30 13:06,第六教学楼[出门],1,允许通过
1343023,925574,2019/4/30 13:07,第六教学楼[进门],0,禁止通过-没有权限
1343024,925574,2019/4/30 13:07,第六教学楼[进门],0,禁止通过-没有权限
1343025,4021300,2019/4/30 13:07,第六教学楼[进门],1,允许通过
1343026,20549335,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343027,22265316,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343028,7833280,2019/4/30 13:08,第六教学楼[出门],1,允许通过
1343029,16726613,2019/4/30 13:10,第六教学楼[进门],1,允许通过
1343030,18659834,2019/4/30 13:12,第六教学楼[出门],1,允许通过
1343031,14335210,2019/4/30 13:13,第六教学楼[出门],1,允许通过
1343032,7928314,2019/4/30 13:16,第六教学楼[进门],1,允许通过
1343033,5538612,2019/4/30 13:18,第六教学楼[出门],1,允许通过
1343034,21821642,2019/4/30 13:22,第六教学楼[出门],1,允许通过
1343035,20711738,2019/4/30 13:22,第六教学楼[出门],1,允许通过
1343036,14405375,2019/4/30 13:23,第六教学楼[进门],0,禁止通过-没有权限
1343037,14405375,2019/4/30 13:23,第六教学楼[进门],0,禁止通过-没有权限
1343038,20711738,2019/4/30 13:23,第六教学楼[进门],1,允许通过
1343039,423622,2019/4/30 13:26,第六教学楼[出门],1,允许通过
1343040,19028055,2019/4/30 13:27,第六教学楼[进门],1,允许通过
1343041,19119098,2019/4/30 13:30,第六教学楼[进门],1,允许通过
1343042,4857732,2019/4/30 13:31,第六教学楼[进门],1,允许通过
1343043,19119098,2019/4/30 13:32,第六教学楼[出门],1,允许通过
1343044,14163418,2019/4/30 13:34,第六教学楼[进门],1,允许通过
1343045,20037914,2019/4/30 13:36,第六教学楼[进门],1,允许通过
1343046,1336027,2019/4/30 13:41,第六教学楼[出门],1,允许通过
1343047,19609402,2019/4/30 13:43,第六教学楼[进门],1,允许通过
1343048,3361892,2019/4/30 13:48,第六教学楼[进门],1,允许通过
1343049,21510031,2019/4/30 13:50,第六教学楼[出门],0,禁止通过-没有权限
1343050,20037914,2019/4/30 13:51,第六教学楼[出门],1,允许通过
1343051,20037914,2019/4/30 13:51,第六教学楼[出门],1,允许通过
1343052,20603226,2019/4/30 13:52,第六教学楼[出门],1,允许通过
1343053,20711738,2019/4/30 13:54,第六教学楼[进门],1,允许通过
1343054,7110939,2019/4/30 13:54,第六教学楼[出门],1,允许通过
1343055,17057831,2019/4/30 13:55,第六教学楼[出门],1,允许通过
1343056,19654586,2019/4/30 13:57,第六教学楼[进门],1,允许通过
1343057,21913034,2019/4/30 13:58,第六教学楼[出门],1,允许通过
1343058,21821642,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343059,18728759,2019/4/30 14:02,第六教学楼[出门],1,允许通过
1341439,2835572,2019/4/30 0:00,第五教学楼[进门],1,允许通过
1343060,21706986,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343061,5458452,2019/4/30 14:09,第六教学楼[出门],1,允许通过
1343062,20254122,2019/4/30 14:10,第六教学楼[出门],1,允许通过
1343063,18449210,2019/4/30 14:10,第六教学楼[出门],1,允许通过
1343064,651346,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343065,19933402,2019/4/30 14:13,第六教学楼[出门],1,允许通过
1343066,19847178,2019/4/30 14:14,第六教学楼[出门],1,允许通过
1343069,14405375,2019/4/30 14:15,第六教学楼[出门],0,禁止通过-没有权限
1343068,21926618,2019/4/30 14:15,第六教学楼[出门],1,允许通过
1343067,14405375,2019/4/30 14:15,第六教学楼[出门],0,禁止通过-没有权限
1343070,21446986,2019/4/30 14:16,第六教学楼[进门],1,允许通过
1343071,17859733,2019/4/30 14:16,第六教学楼[出门],1,允许通过
1343072,8404516,2019/4/30 14:19,第六教学楼[出门],1,允许通过
1343073,21522234,2019/4/30 14:19,第六教学楼[出门],1,允许通过
1343074,20343178,2019/4/30 14:25,第六教学楼[进门],1,允许通过
1343075,21318826,2019/4/30 14:27,第六教学楼[出门],1,允许通过
1343076,20619690,2019/4/30 14:27,第六教学楼[出门],1,允许通过
1343077,21032602,2019/4/30 14:27,第六教学楼[进门],1,允许通过
1343078,19508090,2019/4/30 14:28,第六教学楼[进门],1,允许通过
1343079,24843083,2019/4/30 14:28,第六教学楼[进门],1,允许通过
1343080,21524810,2019/4/30 14:28,第六教学楼[进门],1,允许通过
1343081,21513818,2019/4/30 14:29,第六教学楼[进门],1,允许通过
1343082,20037914,2019/4/30 14:32,第六教学楼[进门],1,允许通过
1343083,25436395,2019/4/30 14:34,第六教学楼[出门],1,允许通过
1343084,19834362,2019/4/30 14:35,第六教学楼[出门],1,允许通过
1343085,20619194,2019/4/30 14:36,第六教学楼[进门],1,允许通过
1343086,17233682,2019/4/30 14:37,第六教学楼[出门],1,允许通过
1343087,19834362,2019/4/30 14:38,第六教学楼[进门],1,允许通过
1343088,17233682,2019/4/30 14:39,第六教学楼[进门],1,允许通过
1343089,21147274,2019/4/30 14:42,第六教学楼[进门],1,允许通过
1343090,21403626,2019/4/30 14:42,第六教学楼[出门],1,允许通过
1343091,19006410,2019/4/30 14:43,第六教学楼[出门],1,允许通过
1343092,20948775,2019/4/30 14:47,第六教学楼[出门],1,允许通过
1343093,20948775,2019/4/30 14:49,第六教学楼[进门],1,允许通过
1345562,16059460,2019/4/30 14:56,飞凤轩[进门],1,允许通过
1345563,625526,2019/4/30 14:56,飞凤轩[进门],1,允许通过
1343094,20513226,2019/4/30 14:57,第六教学楼[进门],1,允许通过
1345564,20015914,2019/4/30 14:59,飞凤轩[出门],1,允许通过
1345565,18650986,2019/4/30 15:00,飞凤轩[出门],1,允许通过
1345566,10305108,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1345567,6249920,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1343095,20815591,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1345568,19432954,2019/4/30 0:00,飞凤轩[出门],1,允许通过
1343096,20263770,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343097,24126591,2019/4/30 15:04,第六教学楼[进门],1,允许通过
1345569,8643664,2019/4/30 15:05,飞凤轩[出门],1,允许通过
1345570,8643664,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1343098,9016673,2019/4/30 0:00,第六教学楼[出门],0,禁止通过-没有权限
1345571,16059460,2019/4/30 15:06,飞凤轩[出门],1,允许通过
1343099,16652468,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343100,1020390,2019/4/30 0:00,第六教学楼[出门],1,允许通过
1343101,16012304,2019/4/30 15:07,第六教学楼[出门],1,允许通过
1345572,14339044,2019/4/30 15:07,飞凤轩[进门],1,允许通过
1345574,942326,2019/4/30 15:07,飞凤轩[出门],1,允许通过
1345573,942326,2019/4/30 15:07,飞凤轩[出门],1,允许通过
1345575,1350607,2019/4/30 15:08,飞凤轩[出门],0,禁止通过-没有权限
1345576,16919477,2019/4/30 15:08,飞凤轩[出门],1,允许通过
1345578,6817076,2019/4/30 15:09,飞凤轩[进门],1,允许通过
1345577,6817076,2019/4/30 15:09,飞凤轩[进门],1,允许通过
1345579,716683,2019/4/30 15:09,飞凤轩[进门],1,允许通过
1345580,11456916,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1343102,8422580,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343103,8422580,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1343104,8422580,2019/4/30 15:10,第六教学楼[进门],1,允许通过
1343105,17642821,2019/4/30 15:11,第六教学楼[进门],1,允许通过
1345581,8250843,2019/4/30 0:00,飞凤轩[进门],1,允许通过
1343106,16012304,2019/4/30 0:00,第六教学楼[进门],1,允许通过
1345582,19755786,2019/4/30 15:12,飞凤轩[出门],1,允许通过
1345583,18915434,2019/4/30 15:14,飞凤轩[出门],1,允许通过
1345584,15962587,2019/4/30 15:15,飞凤轩[进门],1,允许通过
1345585,204987,2019/4/30 15:15,飞凤轩[出门],1,允许通过
1345586,7725856,2019/4/30 15:16,飞凤轩[进门],1,允许通过
1343107,8422580,2019/4/30 15:16,第六教学楼[出门],1,允许通过
1343108,5657492,2019/4/30 15:18,第六教学楼[出门],1,允许通过
1345587,19344282,2019/4/30 15:18,飞凤轩[出门],1,允许通过
1343109,19536490,2019/4/30 15:21,第六教学楼[进门],1,允许通过
1345588,17625141,2019/4/30 15:22,飞凤轩[进门],1,允许通过
1343110,18728759,2019/4/30 15:22,第六教学楼[进门],1,允许通过
1343111,21057370,2019/4/30 15:24,第六教学楼[出门],1,允许通过
1343112,18441978,2019/4/30 15:24,第六教学楼[进门],1,允许通过
1345589,11901552,2019/4/30 15:25,飞凤轩[进门],1,允许通过
1345590,25146530,2019/4/30 15:26,飞凤轩[出门],1,允许通过
1345591,25146530,2019/4/30 15:26,飞凤轩[进门],1,允许通过
1345592,1356470,2019/4/30 15:27,飞凤轩[进门],1,允许通过
1343113,18345287,2019/4/30 15:28,第六教学楼[出门],1,允许通过
1345593,17928693,2019/4/30 15:29,飞凤轩[出门],1,允许通过
1345594,1339334,2019/4/30 15:30,飞凤轩[出门],1,允许通过
1343114,1020390,2019/4/30 15:33,第六教学楼[出门],1,允许通过
1345595,17928693,2019/4/30 15:33,飞凤轩[进门],1,允许通过
1343115,19536490,2019/4/30 15:35,第六教学楼[出门],1,允许通过
1343116,7928314,2019/4/30 15:36,第六教学楼[出门],1,允许通过
1345596,21012506,2019/4/30 15:36,飞凤轩[出门],1,允许通过
1343117,16652468,2019/4/30 15:37,第六教学楼[出门],1,允许通过
