CardNo,Money,CardCount,Surplus,type
181130,40,266,53.860000000000014,1
181133,160,1179,114.90312500000005,3
181134,18,449,38.133333333333326,1
181135,52,671,52.65576923076925,0
181136,153,1093,68.90849673202614,3
181138,88,790,49.732954545454575,0
181139,103,722,168.59436893203898,2
181142,101,799,71.829702970297,3
181144,176,976,139.55795454545472,3
181145,128,819,164.62265625000003,2
181147,60,374,47.5113333333333,1
181148,44,469,55.600000000000016,1
181149,4,594,15.5,1
181150,155,733,85.57096774193542,3
181151,110,700,102.12363636363632,3
181152,79,718,47.54303797468354,0
181153,40,497,42.182500000000005,1
181154,47,683,44.64255319148937,0
181155,173,611,71.8364161849711,3
181156,116,839,66.53706896551725,3
181157,60,715,102.26833333333336,0
181158,87,573,185.03448275862075,2
181159,59,617,39.42372881355933,0
181160,74,605,95.66486486486487,0
181162,73,590,84.06849315068493,0
181163,61,588,37.2672131147541,0
181164,40,539,29.220000000000006,1
181167,102,653,121.42941176470593,2
181168,126,607,53.15476190476188,0
181172,150,923,87.25066666666667,3
181173,1,408,0.5,1
181175,37,263,48.28648648648648,1
181176,127,774,78.87874015748034,3
181177,47,391,62.60851063829793,1
181178,21,495,107.53333333333335,1
181179,89,839,48.91011235955056,0
181180,30,577,67.62333333333332,1
181181,45,842,48.09555555555557,0
181182,130,1131,105.31692307692303,3
181183,46,486,49.71086956521738,1
181184,49,499,52.70489795918369,1
181185,64,531,30.423437499999984,0
181186,79,774,43.68354430379749,0
181188,114,954,27.54385964912278,3
181189,84,835,60.17023809523812,0
181191,118,939,108.69915254237274,3
181192,131,622,84.85038167938933,3
181193,53,770,53.039622641509446,0
181194,82,443,38.35121951219514,0
181196,100,842,99.28399999999985,3
181197,50,502,47.955999999999996,1
181198,123,956,44.797560975609706,3
181199,82,553,62.402439024390254,0
181201,84,797,99.54047619047614,0
181202,110,879,97.55090909090906,3
181203,83,821,120.98975903614462,2
181204,75,785,73.77599999999997,0
181206,9,253,31.74444444444445,1
181212,20,193,45.83,1
181215,83,764,141.95903614457833,2
181216,9,396,27.299999999999997,1
181222,65,364,46.918461538461536,1
181225,50,521,53.444,1
181227,2,549,1.5,1
181228,105,592,69.60380952380953,0
181231,122,940,139.03196721311468,3
181232,7,232,37.91428571428572,1
181233,39,606,37.56410256410256,1
181234,67,585,57.90507462686572,0
181235,96,590,96.63229166666663,0
181237,109,832,84.41284403669725,3
181239,6,232,92.85000000000001,1
181240,43,514,73.12325581395352,1
181241,27,456,42.94444444444444,1
181243,209,1372,135.4272727272726,3
181244,182,1281,122.55862637362637,3
181245,25,516,41.774000000000015,1
181246,57,616,82.09473684210526,0
181250,108,561,60.09444444444446,0
181252,45,474,44.13111111111114,1
181253,59,488,50.43389830508472,0
181254,90,794,110.06722222222216,2
181255,86,772,53.57906976744183,0
181256,61,565,27.822950819672123,0
181257,71,677,42.07887323943663,0
181258,59,575,42.357627118644075,0
181259,36,336,56.03888888888891,1
181260,104,859,69.45384615384619,3
181262,40,440,34.654999999999994,1
181263,145,284,53.690344827586195,0
181264,50,537,56.18599999999998,0
181266,72,792,70.44888888888887,0
181268,139,1115,58.87913669064746,3
181269,61,716,52.85409836065571,0
181270,60,835,138.91666666666663,2
181271,96,862,123.29791666666677,2
181273,81,666,78.51728395061724,0
181274,93,747,71.32365591397851,0
181275,144,968,70.13402777777775,3
181277,48,378,70.9020833333333,1
181278,67,557,37.27985074626865,0
181279,55,449,56.86545454545453,1
181280,82,652,60.10000000000001,0
181281,94,646,55.75851063829796,0
181282,83,802,62.21445783132525,0
181283,68,490,63.05147058823535,0
181284,62,583,42.004838709677415,0
181285,84,794,51.92619047619045,0
181289,76,821,181.9263157894739,2
181291,83,514,85.01626506024104,0
181292,75,535,76.91600000000003,0
181293,127,1003,111.97322834645662,3
181296,16,283,45.71875,1
181297,83,713,56.42771084337344,0
181298,93,524,51.01236559139782,0
181299,79,582,46.08101265822782,0
181301,107,865,72.76981308411217,3
181302,78,552,94.63846153846144,0
181303,70,827,51.320000000000014,0
181305,95,833,102.35157894736842,3
181308,105,844,48.35619047619043,3
181309,74,654,76.55135135135134,0
181310,96,661,56.856875,0
181311,92,838,76.40956521739129,3
181312,141,910,81.32411347517724,3
181313,46,308,66.78260869565213,1
181314,83,820,50.600000000000016,0
181315,48,673,109.03958333333334,2
181316,120,851,119.43166666666664,3
181317,39,226,48.38205128205131,1
181318,87,697,84.21034482758621,0
181320,104,820,80.90288461538465,3
181321,107,695,90.4046728971962,3
181322,164,1176,134.04390243902455,3
181323,126,792,91.94603174603176,3
181325,93,882,69.39634408602157,3
181327,208,1257,132.705673076923,3
181328,49,583,102.00816326530615,2
181331,98,731,116.47959183673478,2
181332,87,662,63.13965517241381,0
181333,61,483,92.73606557377052,0
181334,29,357,40.86206896551724,1
181335,92,778,59.96847826086955,0
181336,55,493,51.254545454545465,1
181337,56,669,68.91607142857143,0
181338,133,996,104.35864661654136,3
181339,126,853,52.17539682539685,3
181340,64,473,123.69999999999992,2
181342,66,705,119.2136363636363,2
181343,135,1039,103.41703703703702,3
181344,125,979,84.81839999999997,3
181345,67,565,66.99850746268659,0
181346,157,894,149.10318471337587,3
181348,157,826,103.32356687898098,3
181349,68,765,28.341176470588252,0
181350,60,620,50.18333333333332,0
181351,23,467,87.25217391304346,1
181352,48,681,68.20208333333336,0
181353,62,637,60.47903225806459,0
181354,114,874,67.3798245614035,3
181355,128,997,152.56250000000003,3
181356,164,971,83.96890243902435,3
181357,9,188,32.45555555555555,1
181359,74,531,69.47432432432434,0
181360,53,507,45.70943396226416,1
181362,70,543,109.0542857142856,2
181364,57,484,56.63157894736841,1
181365,70,805,94.67857142857144,0
181366,97,696,175.1969072164948,2
181368,69,521,129.12028985507254,2
181369,35,397,57.79142857142857,1
181371,47,446,42.631914893617,1
181372,59,561,61.944067796610184,0
181373,36,499,49.45833333333334,1
181374,105,593,131.10285714285718,2
181376,25,429,60.30000000000002,1
181377,17,299,54.96470588235293,1
181378,56,716,86.96535714285713,0
181379,125,854,107.34480000000008,3
181380,70,571,90.63000000000004,0
181381,92,779,64.76739130434781,0
181383,127,846,57.60314960629919,3
181384,157,905,47.96242038216565,3
181385,63,538,53.006349206349164,0
181386,65,590,48.60615384615382,0
181387,124,931,102.2685483870968,3
181388,30,495,36.54666666666666,1
181389,106,820,109.50283018867924,3
181390,61,720,48.126229508196694,0
181391,97,830,73.51886597938147,3
181394,2,365,56.25,1
181395,1,159,116.4,1
181396,128,812,95.5,3
181397,10,788,59.720000000000006,0
181398,75,707,69.14933333333329,0
181402,97,1002,50.32474226804126,3
181403,33,597,64.33030303030304,1
181404,68,952,50.81676470588239,0
181405,58,480,46.1948275862069,1
181406,49,569,51.875510204081614,0
181407,73,854,103.36027397260284,0
181408,137,927,57.2211678832117,3
181409,181,1256,51.37955801104969,3
181410,60,460,53.87833333333335,1
181411,122,1043,55.8467213114754,3
181412,59,618,69.80847457627115,0
181413,114,715,52.07982456140351,0
181414,143,1002,55.506993006992985,3
181415,138,1129,43.36014492753619,3
181416,263,1745,118.67452471482893,3
181417,155,1161,69.36838709677421,3
181418,99,949,89.43939393939394,3
181419,14,637,39.199999999999996,1
181421,158,1090,99.4981012658228,3
181422,10,299,71.18999999999998,1
181423,28,593,48.36392857142859,1
181424,121,1036,67.40909090909088,3
181426,52,706,66.00961538461537,0
181427,11,431,52.82727272727273,1
181429,31,420,58.26451612903225,1
181431,47,571,56.77319148936169,0
181432,82,801,52.56951219512195,0
181434,121,852,61.13553719008261,3
181436,118,788,47.883050847457675,3
181437,51,1000,47.64058823529409,0
181439,73,403,53.60136986301371,1
181440,6,304,21.066666666666666,1
181441,39,430,117.76666666666661,2
181442,115,1031,61.58347826086959,3
181443,166,1000,68.82650602409632,3
181444,79,582,36.005063291139244,0
181445,149,626,87.27919463087248,3
181446,165,956,67.49848484848489,3
181447,107,749,48.08037383177571,0
181448,123,1002,59.34715447154469,3
181449,75,723,59.78533333333333,0
181450,36,509,57.78611111111112,1
181451,72,743,42.683333333333344,0
181452,75,735,71.46933333333332,0
181453,106,741,51.634905660377335,0
181455,105,917,48.38095238095234,3
181456,90,529,58.25333333333332,0
181457,121,708,89.33537190082642,3
181458,100,571,49.836000000000006,0
181459,141,910,102.78156028368795,3
181460,38,694,58.02894736842105,0
181461,94,647,55.57340425531913,0
181462,179,1202,42.417318435754204,3
181463,55,489,75.46545454545453,0
181464,87,807,90.1471264367816,0
181465,149,1003,45.38724832214765,3
181469,7,303,13.457142857142856,1
181470,148,920,50.38648648648645,3
181471,99,566,73.7020202020202,0
181472,99,412,49.93737373737369,0
181473,90,844,116.29777777777777,2
181474,21,434,26.09047619047619,1
181475,100,764,68.59499999999998,0
181476,84,781,44.02142857142853,0
181478,2,247,25.45,1
181479,93,843,97.5043010752688,3
181480,121,799,137.2690082644628,2
181481,124,606,55.02822580645158,0
181483,78,702,54.44743589743588,0
181484,41,478,104.79999999999998,2
181485,47,439,76.80851063829783,1
181487,171,1106,110.2596491228071,3
181488,101,822,55.20000000000001,3
181489,112,892,78.32500000000002,3
181490,189,1276,183.4010582010582,3
181491,59,571,73.96101694915255,0
181492,43,315,87.5,1
181493,140,1113,81.50928571428571,3
181495,93,664,75.26075268817205,0
181496,57,705,51.48421052631576,0
181497,87,653,66.49425287356321,0
181498,95,767,50.13578947368418,0
181500,91,674,44.225274725274744,0
181501,66,468,56.10303030303031,0
181502,49,495,47.781632653061244,1
181503,87,521,109.67816091954025,2
181504,115,904,89.25565217391298,3
181505,116,765,108.096551724138,3
181506,61,693,108.52622950819665,2
181507,65,473,80.09230769230771,0
181508,68,476,60.49264705882353,0
181509,41,517,93.34634146341455,0
181510,42,244,45.59285714285714,1
181511,97,832,51.88041237113403,3
181512,70,756,63.07571428571429,0
181513,75,554,163.01733333333326,2
181514,127,949,264.9188976377949,2
181515,97,729,168.25742268041222,2
181516,119,1027,58.79579831932772,3
181517,103,887,105.56019417475724,3
181519,144,929,75.28749999999994,3
181520,93,924,91.06236559139786,3
181521,120,786,88.49666666666666,3
181523,52,596,103.4153846153847,2
181524,63,554,42.05079365079366,0
181525,71,542,54.9154929577465,0
181526,74,711,111.92432432432432,2
181527,53,442,116.19433962264142,2
181528,67,519,61.33880597014925,0
181529,114,723,141.57105263157894,2
181530,66,471,56.972727272727305,0
181531,106,815,68.26698113207561,3
181532,108,892,115.67129629629618,3
181533,23,485,45.55652173913045,1
181534,98,746,171.11734693877563,2
181535,71,919,48.40140845070424,0
181536,80,783,92.88250000000008,0
181537,43,540,109.89976744186046,2
181538,106,918,85.31037735849054,3
181539,86,573,163.65,2
181540,44,433,22.343181818181815,1
181541,92,1044,58.92173913043469,3
181542,96,753,82.03541666666668,0
181543,70,708,50.85285714285714,0
181545,98,1105,71.51938775510206,3
181546,60,498,113.86500000000002,2
181547,90,678,78.70888888888894,0
181548,126,818,86.45634920634912,3
181549,99,882,100.27777777777786,3
181550,106,834,99.00660377358486,3
181551,70,824,98.15571428571428,0
181552,123,1110,52.11707317073172,3
181554,153,829,83.63986928104576,3
181555,75,758,80.88199999999998,0
181556,166,1261,98.17771084337355,3
181557,90,603,97.41666666666671,0
181558,102,740,154.93431372549006,2
181559,113,854,147.6526548672566,2
181560,149,671,61.01812080536913,3
181561,126,1054,102.77460317460326,3
181562,111,846,54.249549549549606,3
181563,122,971,73.78524590163929,3
181564,141,867,86.39148936170203,3
181565,78,645,43.61410256410257,0
181566,143,922,51.8405594405594,3
181567,99,826,86.07272727272725,3
181568,139,1018,113.46079136690639,3
181569,52,576,47.1169230769231,0
181571,163,1247,90.08466257668715,3
181573,73,728,41.8657534246575,0
181574,94,824,57.30212765957439,0
181575,112,957,53.808035714285715,3
181576,55,448,112.0927272727272,2
181577,120,823,80.05916666666674,3
181579,181,898,94.12983425414369,3
181580,164,1030,117.05243902439024,3
181581,108,821,102.13981481481484,3
181582,186,1225,109.58559139784951,3
181583,108,501,121.3898148148148,2
181585,29,432,35.13448275862069,1
181586,18,576,54.38777777777778,1
181587,120,644,50.93166666666665,0
181588,25,520,36.12,1
181589,48,630,49.9645833333333,0
181590,46,497,43.24565217391308,1
181591,119,605,65.09075630252097,0
181592,13,634,137.9615384615385,2
181593,46,613,43.736956521739124,0
181594,35,374,41.91428571428571,1
181595,55,658,59.66909090909092,0
181597,150,1127,121.74799999999993,3
181598,70,688,68.96285714285716,0
181599,34,453,51.68529411764706,1
181601,82,675,49.929268292682906,0
181603,126,815,52.946825396825396,3
181604,171,1264,61.136257309941556,3
181606,44,341,43.89090909090908,1
181607,18,206,34.672222222222224,1
181609,3,180,18.86666666666667,1
181610,40,318,44.52500000000001,1
181611,80,750,30.520000000000003,0
181612,79,542,55.81265822784811,0
181615,100,700,78.07900000000002,0
181616,2,446,14.7,1
181617,56,547,56.12857142857143,0
181618,68,537,69.9794117647058,0
181619,69,544,52.785507246376824,0
181620,26,534,57.915384615384646,1
181621,65,621,50.09538461538467,0
181623,88,521,104.34613636363642,2
181624,85,261,47.93294117647056,1
181626,52,393,91.00576923076935,1
181627,106,774,50.15849056603773,0
181628,112,729,121.17321428571428,2
181629,201,1262,72.3462686567164,3
181630,55,572,51.3909090909091,0
181631,88,738,91.14999999999999,0
181632,19,110,17.294736842105262,1
181633,54,575,67.70740740740737,0
181634,38,537,88.49736842105261,1
181635,41,572,23.06341463414633,1
181637,84,684,61.696428571428626,0
181638,39,352,53.41179487179487,1
181639,119,801,121.04537815126042,3
181640,81,686,104.39506172839508,2
181641,59,517,50.58474576271189,0
181643,27,736,21.24444444444445,0
181644,147,936,72.98571428571435,3
181646,143,789,90.18909090909084,3
181648,80,504,52.05625000000001,0
181649,43,351,48.16744186046511,1
181650,68,423,32.34852941176472,1
181652,87,695,55.977011494252906,0
181653,120,789,65.68166666666666,3
181655,79,870,80.9791139240507,0
181656,112,711,52.08750000000004,0
181657,64,600,61.1765625,0
181658,89,540,74.79101123595508,0
181659,93,754,95.38709677419352,0
181661,119,768,69.609243697479,3
181664,139,846,50.35913669064748,3
181665,52,511,43.85576923076924,1
181667,110,782,150.52545454545444,2
181668,97,697,57.02783505154639,0
181670,109,624,47.3633027522936,0
181672,61,602,50.475409836065595,0
181673,1,274,4.1,1
181674,80,487,68.74875,0
181675,64,588,59.99218750000005,0
181676,108,1061,81.99722222222225,3
181678,32,440,52.821875,1
181679,88,640,107.55454545454546,2
181680,93,583,93.8817204301075,0
181681,148,824,84.54027027027033,3
181682,37,464,54.95945945945946,1
181683,68,432,95.05000000000007,0
181685,78,465,73.30769230769232,0
181688,85,762,30.08470588235296,0
181690,88,806,108.79090909090911,2
181691,18,284,64.88888888888889,1
181692,95,680,80.64105263157902,0
181693,83,1062,162.49493975903613,2
181694,73,666,170.62232876712324,2
181695,120,793,49.51249999999994,3
181696,41,403,151.1585365853659,2
181697,95,537,67.91684210526313,0
181698,20,422,55.65,1
181699,82,722,42.03658536585361,0
181701,6,200,25.200000000000003,1
181702,50,547,42.85799999999999,0
181703,43,259,54.437209302325606,1
181704,33,466,114.67727272727268,2
181705,88,576,58.15681818181816,0
181708,56,597,46.35892857142853,0
181710,19,517,34.484210526315806,1
181711,1,161,139.8,1
181712,92,728,64.0489130434783,0
181713,49,434,125.76122448979586,2
181714,81,607,56.6061728395062,0
181715,115,893,118.87999999999998,3
181716,108,498,105.88148148148152,2
181718,76,582,50.87421052631578,0
181719,61,587,88.6590163934427,0
181720,57,479,77.06964912280702,0
181721,34,528,46.935294117647075,1
181722,83,650,129.58674698795178,2
181723,100,630,39.17800000000001,0
181724,159,1032,48.04968553459117,3
181725,111,959,39.867567567567534,3
181727,85,606,93.84117647058821,0
181728,78,675,48.94487179487181,0
181729,114,862,72.78456140350875,3
181730,96,748,43.484375,0
181731,66,1009,117.88030303030305,3
181732,106,778,106.01509433962265,3
181734,102,793,75.36960784313726,3
181735,86,620,54.829767441860504,0
181736,39,618,60.93589743589741,0
181737,65,680,77.11692307692307,0
181738,70,662,40.88314285714284,0
181739,139,821,31.135251798561153,3
181740,153,1223,59.77124183006532,3
181742,175,1051,95.18571428571431,3
181743,58,530,56.506551724137964,0
181744,86,622,102.9232558139535,2
181746,127,682,54.041732283464555,3
181747,131,850,76.76488549618318,3
181748,101,789,53.36663366336635,0
181750,62,520,80.43548387096776,0
181751,80,623,41.302499999999995,0
181752,65,405,75.2484615384616,1
181753,96,686,77.2520833333333,0
181754,133,922,56.94586466165411,3
181755,105,897,82.99904761904772,3
181756,18,369,41.266666666666666,1
181760,83,672,69.64819277108435,0
181761,10,526,30.399999999999995,1
181762,109,506,85.288623853211,0
181763,46,470,49.10869565217389,1
181764,39,558,93.08717948717953,0
181765,124,1091,28.55967741935485,3
181766,51,475,53.9039215686275,1
181768,77,666,56.444155844155816,0
181770,28,347,34.471428571428554,1
181771,46,533,41.364347826086956,1
181772,41,360,106.6121951219512,1
181773,72,822,60.111111111111114,0
181774,27,238,57.58629629629628,1
181776,112,737,104.22232142857148,3
181777,103,838,79.70388349514563,3
181778,130,903,123.64923076923077,3
181779,9,603,82.05555555555556,1
181781,99,919,67.77313131313129,3
181782,74,958,97.15945945945947,3
181783,44,471,107.4704545454545,2
181785,84,824,111.17499999999998,2
181787,57,533,58.9421052631579,0
181789,100,852,87.55499999999996,3
181790,84,598,48.005952380952394,0
181792,96,668,52.95625000000001,0
181794,49,399,117.2571428571428,2
181795,45,501,112.31555555555558,2
181796,102,822,53.47352941176471,3
181797,54,599,51.740740740740755,0
181798,115,647,99.26782608695643,3
181800,85,660,54.36352941176468,0
181801,24,489,42.058333333333344,1
181802,46,726,88.65652173913038,0
181803,92,748,88.44021739130432,0
181804,18,630,18.627777777777776,1
181805,55,477,115.59090909090911,2
181807,81,768,61.77407407407411,0
181808,61,525,46.872131147540976,0
181809,9,429,43.17777777777777,1
181812,65,976,47.55999999999999,0
181816,47,544,82.43617021276589,0
181817,53,688,86.39245283018873,0
181818,49,577,57.77755102040816,0
181821,56,843,46.149999999999956,0
181822,51,452,73.24117647058823,1
181823,31,265,47.45806451612904,1
181826,75,573,91.77733333333332,0
181828,12,318,25.01666666666667,1
181829,64,554,54.6084375,0
181830,58,653,54.625862068965475,0
181831,92,733,76.58804347826084,0
181832,66,503,114.80303030303028,2
181833,104,654,70.85673076923078,0
181834,40,680,75.22,0
181838,80,456,43.78999999999997,0
181839,12,246,57.850000000000016,1
181840,58,616,84.72413793103443,0
181841,83,697,85.72289156626505,0
181842,83,438,48.60963855421684,0
181845,91,577,50.06593406593404,0
181846,93,650,46.59086021505378,0
181847,92,756,93.3989130434783,0
181848,106,667,75.32792452830189,0
181850,5,144,84.5,1
181852,113,630,128.68318584070798,2
181853,67,356,130.71641791044783,2
181854,77,528,89.71038961038961,0
181855,113,519,77.4407079646019,0
181856,81,706,49.120987654321,0
181857,82,738,52.018292682926806,0
181858,49,450,56.638775510204084,1
181859,18,241,29.499999999999993,1
181861,143,974,88.38776223776227,3
181863,127,664,108.87480314960617,3
181864,78,888,88.29615384615379,3
181865,121,780,51.038842975206606,3
181866,106,528,98.00943396226418,0
181867,94,987,69.99042553191488,3
181868,36,682,51.84444444444447,0
181869,98,594,85.77653061224487,0
181870,64,692,76.3859375,0
181871,158,908,73.83860759493663,3
181874,63,504,75.27619047619048,0
181876,158,895,99.8873417721519,3
181877,21,296,48.61428571428572,1
181878,35,313,23.368571428571425,1
181879,106,678,51.827358490566084,0
181880,79,651,59.27848101265834,0
181881,63,469,50.9492063492063,0
181883,164,872,42.682926829268304,3
181884,54,586,48.97037037037041,0
181886,55,578,87.8818181818181,0
181889,94,449,61.322340425531955,0
181890,100,763,87.38500000000008,3
181891,94,541,38.791489361702176,0
181892,108,726,202.44111111111124,2
181893,69,427,62.818840579710134,0
181895,141,885,78.20567375886527,3
181896,149,900,81.97718120805364,3
181898,40,526,81.58749999999993,1
181899,240,1332,81.86041666666667,3
181900,117,765,50.860683760683756,3
181901,68,347,39.15117647058821,1
181902,68,279,62.52647058823531,1
181903,71,781,111.33802816901408,2
181904,1,260,1.15,1
181905,167,860,88.7502994011976,3
181906,144,961,50.348055555555526,3
181907,110,722,107.02454545454552,3
181908,78,662,99.46410256410273,0
181909,46,507,34.543478260869556,1
181910,26,480,39.28461538461538,1
181911,7,385,25.485714285714288,1
181912,122,640,48.521311475409846,0
181913,96,556,52.3708333333333,0
181914,43,503,46.64883720930233,1
181915,69,568,50.91884057971011,0
181916,46,644,52.89347826086957,0
181917,5,173,9.52,1
181918,65,642,48.31999999999999,0
181919,92,775,121.32391304347826,2
181921,112,731,111.80267857142846,3
181923,83,720,117.63614457831326,2
181925,141,1118,58.61985815602839,3
181926,108,732,106.9175925925927,3
181927,136,735,60.62500000000003,3
181928,108,845,54.1222222222222,3
181929,118,746,68.66288135593223,3
181930,85,659,52.948235294117616,0
181931,41,680,41.64878048780485,0
181932,33,372,45.624242424242404,1
181933,33,668,92.56363636363629,0
181934,28,362,26.645714285714273,1
181935,147,980,102.15918367346926,3
181936,24,306,81.4916666666667,1
181937,54,859,86.37407407407403,0
181938,72,681,100.34194444444455,0
181939,1,161,0.0,1
181940,126,949,93.05952380952378,3
181941,130,931,64.8969230769231,3
181942,145,981,85.57724137931037,3
181943,129,759,84.03333333333342,3
181944,88,609,94.12840909090916,0
181945,153,922,79.89738562091505,3
181946,131,929,124.74503816793896,3
181947,178,822,153.27584269662913,3
181948,85,646,51.42941176470585,0
181949,72,605,58.44027777777779,0
181950,32,453,40.246874999999996,1
181951,131,852,145.6786259541984,3
181952,118,786,64.39745762711865,3
181953,80,1077,44.657500000000006,3
181956,58,424,107.55517241379302,2
181959,1,188,11.1,1
181960,56,291,32.69107142857141,1
181961,100,622,108.93299999999998,2
181962,60,513,57.775000000000006,0
181973,62,444,154.3096774193548,2
181975,105,934,69.25714285714285,3
181977,33,663,43.181818181818194,0
181979,38,577,51.078947368421034,1
181980,57,567,81.63157894736848,0
181982,116,832,59.384482758620656,3
181983,15,463,43.600000000000016,1
181984,71,612,127.86056338028175,2
181987,26,590,73.00769230769231,1
181989,32,411,72.76874999999997,1
181990,93,600,53.00623655913974,0
181994,68,600,48.74411764705884,0
181995,53,489,48.96037735849056,1
181996,103,865,215.6689320388349,2
181998,10,485,27.22,1
181999,101,897,91.7257425742575,3
182000,49,619,47.51632653061221,0
182002,56,738,50.09624999999998,0
182003,41,803,55.470731707317086,0
182004,51,613,46.39215686274512,0
182007,2,426,62.099999999999994,1
182009,44,318,29.040909090909075,1
182010,57,524,141.96140350877178,2
182012,68,568,69.43823529411767,0
182013,139,978,43.50107913669068,3
182014,51,701,47.36666666666665,0
182016,62,327,69.66903225806443,1
182019,89,653,43.04550561797754,0
182021,13,182,52.28461538461537,1
182022,37,542,66.92432432432433,1
182023,91,504,74.16593406593408,0
182024,75,638,111.92266666666663,2
182025,37,468,50.245945945945934,1
182026,43,651,24.44883720930233,0
182028,75,456,119.84933333333335,2
182029,97,727,56.95567010309277,0
182030,53,402,44.518867924528294,1
182031,76,492,60.58157894736848,0
182033,55,446,56.09545454545452,1
182034,38,400,57.252631578947366,1
182035,42,268,62.19999999999998,1
182037,51,370,51.62941176470588,1
182038,93,826,83.9129032258065,3
182039,103,854,74.16019417475728,3
182040,147,927,100.47959183673467,3
182041,134,1038,114.79253731343286,3
182042,101,816,153.79405940594054,2
182043,38,416,67.92105263157895,1
182044,51,434,105.73137254901955,2
182045,36,458,39.191666666666684,1
182046,75,513,35.02866666666666,0
182047,64,329,24.331250000000008,1
182048,53,422,59.96415094339625,1
182049,106,593,127.97924528301881,2
182050,47,481,40.351063829787265,1
182051,63,600,53.88095238095239,0
182055,66,638,48.73333333333333,0
182057,85,571,84.38411764705877,0
182058,97,648,52.33402061855666,0
182059,50,493,60.69399999999996,1
182062,29,448,58.93103448275865,1
182063,74,601,47.6243243243243,0
182064,35,485,58.22285714285715,1
182065,84,670,50.18214285714288,0
182066,41,545,103.91707317073175,2
182070,56,634,37.33928571428572,0
182072,55,484,55.49999999999998,1
182073,56,437,52.362499999999976,1
182075,23,517,15.368695652173907,1
182076,14,439,17.885714285714286,1
182078,65,497,30.3753846153846,0
182079,99,633,54.984848484848506,0
182082,61,256,27.54262295081968,1
182083,59,392,35.78474576271184,1
182084,24,219,23.11666666666667,1
182085,39,275,23.65897435897436,1
182087,1,235,1.2,1
182089,89,499,111.62258426966301,2
182091,55,547,52.8527272727273,0
182092,72,540,55.20694444444444,0
182093,76,516,51.25263157894737,0
182094,73,597,66.03013698630136,0
182095,74,560,57.46486486486487,0
182096,50,382,28.858000000000008,1
182097,78,489,64.89615384615384,0
182098,126,871,69.3626984126984,3
182099,83,484,92.1975903614459,0
182101,78,718,53.07435897435899,0
182102,40,339,45.605000000000025,1
182103,31,246,46.99999999999999,1
182104,42,369,46.864285714285685,1
182105,82,634,44.999999999999936,0
182106,56,477,39.99642857142857,1
182107,55,439,54.387272727272745,1
182108,62,320,116.39516129032252,2
182109,147,768,64.68095238095238,3
182110,64,428,89.50625000000007,0
182112,60,515,51.47333333333332,0
182114,102,735,90.08921568627453,3
182115,118,717,86.45677966101692,3
182117,98,892,122.13551020408177,3
182119,107,678,39.75046728971965,0
182120,117,711,62.80940170940172,3
182122,53,545,71.34490566037738,0
182124,161,1065,65.98074534161498,3
182125,23,293,46.74782608695652,1
182126,37,401,64.88648648648655,1
182127,76,530,122.26184210526317,2
182128,10,155,99.89999999999999,1
182129,58,484,41.863793103448316,1
182130,143,888,48.48391608391607,3
182131,83,599,60.766265060240954,0
182132,80,646,72.44000000000003,0
182133,121,774,85.89504132231401,3
182134,76,606,131.69210526315786,2
182135,42,413,123.56904761904765,2
182136,113,814,95.77964601769912,3
182137,77,660,113.67402597402597,2
182138,141,851,61.6063829787234,3
182139,103,665,56.81456310679613,0
182141,28,346,105.71785714285713,1
182142,19,248,38.54473684210525,1
182143,63,624,102.81904761904775,2
182144,25,384,76.024,1
182145,9,353,60.42222222222223,1
182146,46,451,52.032608695652186,1
182147,34,407,54.00882352941173,1
182148,81,593,67.78888888888889,0
182150,36,368,34.513888888888886,1
182152,23,418,45.6130434782609,1
182154,29,364,42.94482758620689,1
182155,40,388,65.67999999999998,1
182156,130,675,98.57769230769227,3
182158,51,427,160.892156862745,2
182159,43,484,54.879069767441855,1
182160,1,18,0.4,1
182161,4,312,4.8,1
182162,34,228,25.876470588235296,1
182163,26,324,30.557692307692307,1
182165,68,434,116.76029411764706,2
182166,24,364,27.620833333333323,1
182169,33,417,21.433333333333326,1
182170,64,405,80.77968750000004,1
182171,39,312,37.49743589743587,1
182172,74,526,56.0148648648649,0
182174,101,511,80.39554455445544,0
182175,47,442,29.01276595744682,1
182176,39,358,35.95641025641029,1
182177,72,544,73.52222222222211,0
182178,39,392,24.42307692307692,1
182180,96,752,51.163541666666646,0
182181,41,397,93.30731707317076,1
182182,45,493,54.912222222222255,1
182183,54,547,54.40370370370368,0
182185,51,404,43.5313725490196,1
182186,86,460,52.13953488372093,0
182188,107,735,52.040186915887816,0
182189,71,485,62.10845070422531,0
182191,67,621,44.55373134328362,0
182192,59,523,260.3593220338984,2
182194,67,408,79.74179104477614,0
182195,98,463,79.26224489795925,0
182196,116,818,137.5965517241381,2
182197,57,541,67.64385964912279,0
182198,73,457,49.664383561643795,0
182199,116,676,73.25844827586204,3
182200,107,780,115.136448598131,3
182201,107,691,124.73738317757004,2
182202,111,789,84.40720720720725,3
182203,52,482,49.58076923076924,1
182204,54,439,51.975925925925914,1
182205,107,634,69.53271028037386,0
182206,98,742,49.604081632653056,0
182207,72,784,68.56388888888885,0
182208,95,651,51.604210526315754,0
182209,97,946,97.291237113402,3
182210,129,807,82.84186046511631,3
182212,50,445,44.28800000000002,1
182213,151,954,60.55231788079466,3
182214,43,405,47.21627906976743,1
